PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH,PV6MATH,PV7MATH,PV8MATH,PV9MATH,PV10MATH,AGE,TFGender,REPEAT,MISSSC,SKIPPING,TARDYSD,EXERPRAC,STUDYHMW,WORKPAY,WORKHOME,ST034Q01TA,ST034Q02TA,ST034Q03TA,ST034Q04TA,ST034Q05TA,ST034Q06TA,ST300Q01JA,ST300Q02JA,ST300Q03JA,ST300Q04JA,ST300Q05JA,ST300Q06JA,ST300Q07JA,ST300Q08JA,ST300Q09JA,ST300Q10JA,ST270Q01JA,ST270Q02JA,ST270Q03JA,ST270Q04JA,ST038Q03NA,ST038Q04NA,ST038Q05NA,ST038Q06NA,ST038Q07NA,ST038Q08NA,ST250Q01JA,ST250Q02JA,ST250Q03JA,ST250Q04JA,ST250Q05JA,ST251Q01JA,ST251Q02JA,ST251Q03JA,ST251Q04JA,ST255Q01JA,MATH_CANTIDAD,MATH_CAMBIO_REL,MATH_ESPACIO_FORMA,MATH_DATOS_INCERT,MATH_FORMULACION,MATH_PROCEDIMIENTOS,MATH_INTERPRETACION,MATH_RAZONAMIENTO,MATH_PROMEDIO,MATH_LOGRO
351.376,360.661,355.414,380.661,363.775,355.356,409.909,415.782,400.533,378.586,16.33,1,0,0,1,1,2,4,2,2,1,4,3,1,,1,,4,5,,,4,,,4,4,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,1,0,0,2,2,1,372.79150000000004,391.7054999999999,330.77410000000003,358.1405,333.3014,371.21010000000007,404.93039999999996,330.0155000000001,361.608625,0
418.03,372.888,421.34,431.056,454.486,412.325,476.336,413.532,395.771,415.069,15.92,1,0,0,0,0,4,6,0,10,,4,4,1,3,1,,4,5,,5,,,5,,5,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,0,1,1,1,1,0,1,2,2,1,434.587,413.57879999999994,383.8464,474.54889999999995,392.9637,465.2039,418.25390000000004,344.8759,415.98231250000003,0
457.494,452.357,454.174,469.951,466.752,460.771,450.189,448.626,489.946,466.33,15.42,0,0,0,0,0,8,6,4,4,2,3,4,2,3,,,5,,,,3,2,,3,2,4,3,3,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,1,0,0,3,3,3,451.68629999999996,426.5585,369.1106000000001,477.6734,467.42470000000003,440.26869999999997,449.71360000000004,493.43860000000006,446.9843,0
425.791,415.181,427.983,436.534,413.161,409.984,432.92,407.014,377.792,439.225,15.83,1,0,0,0,0,6,10,0,10,1,3,4,3,,1,1,,,,,3,2,4,,3,4,4,4,4,,1.0,1.0,1.0,1.0,,1,1,1,1,1,,,1,1,,445.6429999999999,404.0032,393.3768,483.1687,451.975,461.0258,455.0228,429.7431,440.4948,0
298.87,274.497,260.941,237.201,287.683,246.456,289.61,284.157,364.892,281.946,15.83,0,0,0,1,1,2,3,2,2,2,,3,2,1,2,,5,5,,,,5,5,5,,2,2,2,2,1.0,1.0,1.0,1.0,1.0,,0,0,0,0,0,0,1,2,1,1,290.06669999999997,282.7079,227.2312,287.11940000000004,283.49739999999997,258.62070000000006,287.27680000000004,262.3867,272.36335,0
410.248,445.319,445.133,460.841,459.456,430.65,451.466,398.78,447.133,402.374,15.5,0,0,0,1,2,0,8,0,10,3,3,,2,3,2,,,,,,,,,,,4,3,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,0,0,1,1,1,400.1758,433.9796,439.8735,428.4461,445.0469,425.4617,469.82030000000003,399.0842999999999,430.2360249999999,0
592.393,628.826,618.725,636.869,564.981,622.525,643.822,597.474,571.789,592.066,16.17,0,0,0,0,1,2,9,0,4,1,3,3,1,3,,3,3,,,,3,,4,3,,4,4,4,3,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,2,579.0426,622.6523,653.2514,612.6391,609.2639000000001,586.5044,660.5760999999999,612.6278000000001,617.0697,1
345.017,440.71,399.977,393.563,397.174,352.461,358.544,412.767,425.257,361.337,16.0,0,0,0,0,2,4,10,4,10,,3,4,3,3,2,,,,,,,,,,,4,4,4,4,,,1.0,,1.0,,1,1,1,0,1,0,0,2,2,0,379.7674,412.596,394.86620000000005,354.34299999999996,388.95140000000004,396.0059,412.44390000000004,369.27389999999997,388.53096250000004,0
373.944,352.705,394.176,399.45,357.996,376.169,444.237,378.681,395.794,399.013,16.33,0,0,0,0,1,10,10,0,10,1,3,4,3,,1,4,4,,4,,,4,,,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,,1,1,1,1,1,1,1,1,2,4,375.5037,406.5233,381.625,421.5622,359.35339999999997,371.1471,430.52250000000004,413.0389,394.9095125,0
365.279,334.864,348.202,294.799,390.32,356.671,412.145,285.509,386.05,385.569,15.67,1,0,1,1,2,4,7,10,10,2,,4,2,3,2,5,5,5,5,,,,,5,,4,4,4,4,1.0,,,1.0,1.0,,1,0,0,0,0,0,1,1,1,0,391.6394,295.21310000000005,319.2724,348.9863,409.8495000000001,354.4954,309.09569999999997,339.25339999999994,345.97565000000003,0
387.357,377.874,433.178,434.873,396.685,387.789,374.431,405.786,370.167,365.879,15.5,1,0,0,1,2,8,4,2,8,2,3,3,1,,1,,,,,,,,,,,3,4,3,3,1.0,1.0,1.0,1.0,1.0,,0,1,1,0,0,0,0,0,2,2,360.34700000000004,373.5367,419.16,379.13870000000003,390.7599,384.4742,407.78599999999994,449.4378,395.58003750000006,0
471.225,498.262,469.531,486.216,484.358,501.185,450.707,466.638,480.604,481.623,15.58,1,0,0,1,2,4,8,4,6,2,3,3,2,,2,3,2,4,,,3,2,,,,2,2,2,2,1.0,,1.0,1.0,1.0,1.0,1,0,0,1,1,2,0,1,2,1,494.5503,438.19480000000004,496.6905999999999,464.6908,456.189,475.79319999999996,477.76279999999997,479.6447999999999,472.93953750000003,0
333.292,352.83,363.417,273.734,363.348,335.795,347.27,320.606,350.962,334.525,16.25,0,0,0,1,2,8,8,10,10,2,,3,2,2,2,,,,,4,5,5,4,,5,4,4,4,3,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1,0,1,1,2,398.7887,371.91270000000003,309.83899999999994,316.33970000000005,334.81170000000003,381.92980000000006,320.94660000000005,426.5077,357.63448750000003,0
526.855,511.402,542.001,509.153,563.891,469.664,463.26,467.653,494.325,514.55,15.83,1,0,0,1,1,3,8,1,5,2,2,2,2,,2,,,5,,4,4,,,4,5,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,2,2,2,493.39840000000004,554.4822,547.9526,499.4082,554.823,491.8968000000001,514.4704999999999,508.0371,520.5586,1
299.457,336.323,335.035,358.002,326.92,279.339,339.609,349.566,377.627,326.747,15.58,0,0,,0,0,6,4,2,10,2,2,4,4,2,,,,,,,,,,,,3,3,3,3,1.0,,,1.0,1.0,,0,0,1,1,1,0,0,1,1,2,323.7545,266.15659999999997,295.14340000000004,303.8604,288.44759999999997,339.6686000000001,317.36199999999997,304.0536000000001,304.80583750000005,0
409.618,392.362,424.106,382.185,469.396,386.474,412.672,385.883,462.738,450.491,15.83,1,0,0,0,1,8,9,9,10,1,,3,1,3,1,5,5,5,,,5,,,,5,3,3,3,3,,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,0,1,1,1,1,414.593,398.11140000000006,392.09819999999996,396.9748000000001,436.5373000000001,406.44930000000005,441.69320000000005,372.51419999999996,407.37142500000004,0
412.18,447.223,422.191,439.693,441.211,416.536,441.57,406.701,423.134,428.384,16.25,0,1,0,1,1,0,8,,7,1,,2,2,2,2,,,,,4,3,4,,4,4,4,4,3,3,1.0,1.0,1.0,,,1.0,1,0,0,1,0,0,0,1,1,1,458.5543999999999,409.1692999999999,340.97290000000004,448.7079,381.2413,412.61089999999996,428.1849,351.3219,403.8454375,0
438.942,465.192,468.449,443.084,476.173,488.268,479.939,478.926,463.82,448.949,15.92,1,0,0,0,1,8,9,0,4,1,4,4,1,1,,,,,,,,,,,,3,3,3,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,1,1,1,1,1,1,439.49809999999997,458.5962000000001,454.1406,456.9198,429.3968,438.8472,450.91010000000006,388.50559999999996,439.6018,0
346.301,355.074,324.889,377.863,345.556,344.567,302.364,353.177,334.319,391.347,15.67,1,0,0,1,0,10,10,7,7,2,3,4,2,,1,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1,1,0,0,0,0,0,,2,,337.63309999999996,319.1405,334.0263,327.20410000000004,323.2997,333.9669,323.7097,331.5453,328.8157,0
492.308,534.751,512.648,458.642,510.856,530.981,528.381,507.263,518.328,545.192,15.58,1,0,0,1,2,6,9,4,10,3,2,4,2,,3,,,5,4,,,4,,4,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,2,,4,538.6969000000001,509.02200000000005,528.0307,546.9246999999999,480.09079999999994,531.4783,571.5437,540.3061,530.76165,1
538.743,575.209,530.857,536.61,570.329,534.868,529.821,568.926,550.876,536.392,15.42,1,0,0,0,1,10,10,0,10,1,4,4,1,,1,3,5,,,5,,5,,,5,3,4,4,4,1.0,1.0,1.0,1.0,1.0,,1,1,0,1,1,1,0,2,2,1,565.2943000000001,601.1403999999999,557.0875,521.7737,549.9711,581.027,582.538,549.0813999999999,563.4891749999999,1
484.96,452.997,436.383,408.817,417.585,508.022,440.522,432.689,450.066,454.607,15.75,0,0,1,1,1,2,7,0,6,1,2,3,2,3,,,5,,5,,5,,5,5,,4,4,4,4,,1.0,1.0,1.0,1.0,,1,1,0,1,0,1,0,1,1,0,460.00020000000006,451.3861,395.2198,469.33119999999997,463.986,430.95869999999996,477.3918,432.4911,447.5956125,0
324.277,326.165,286.189,315.152,327.452,310.833,351.595,330.788,356.954,303.049,16.25,0,0,0,1,0,4,5,0,7,4,2,3,1,,3,,5,,,4,4,,,4,4,3,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,1,316.6363,298.30370000000005,279.75,333.2614,313.14670000000007,321.71819999999997,296.59059999999994,283.8589,305.408225,0
498.614,475.767,494.949,503.213,492.78,450.647,472.734,489.41,444.137,498.75,15.75,0,0,0,0,0,8,5,0,6,1,3,3,,3,1,3,,,5,5,,5,,,5,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,1,0,1,1,1,1,3,480.7722999999999,494.1803000000001,440.7308,518.1043,435.57579999999996,494.5368999999999,464.2741000000001,512.6122,480.0983375,1
409.052,383.193,410.203,374.962,384.797,400.646,377.32,388.117,420.37,434.957,16.33,0,0,0,0,2,2,10,4,5,1,3,3,,3,1,,5,4,,4,5,5,,,,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,383.38769999999994,363.12100000000004,407.3824,411.52209999999997,389.4896,416.10119999999995,427.81850000000014,406.5153,400.66722500000003,0
251.927,310.307,348.521,288.801,287.031,353.135,327.479,294.538,305.016,304.902,15.92,0,0,1,1,1,6,2,0,4,2,,3,2,3,2,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,1,1,0,0,1,1,1,299.123,333.5922,291.832,280.8568,308.367,302.206,311.08430000000004,320.9844,306.00571249999996,0
313.513,323.997,300.928,288.8,348.425,378.558,299.669,352.457,308.152,326.207,16.25,1,0,0,1,1,6,10,0,9,2,2,3,2,,1,5,,5,,5,5,5,,,,4,4,4,4,1.0,,1.0,1.0,1.0,,0,1,1,0,1,0,0,1,2,1,308.95770000000005,345.5272,404.9936,316.3481,356.9821,306.0144,370.185,334.0225,342.878825,0
310.665,322.757,294.504,274.295,296.447,291.907,297.01,298.117,267.869,326.144,15.83,0,1,0,0,1,6,10,8,5,2,2,3,2,,2,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,296.74769999999995,322.22389999999996,290.7939,271.8986,294.0666,305.5991,278.80969999999996,287.5203,293.457475,0
410.842,408.137,391.807,419.428,387.115,354.705,320.57,358.91,356.118,314.655,16.0,1,0,0,0,1,10,3,0,5,2,,3,2,3,2,,5,,5,5,,,,5,4,4,4,4,4,1.0,1.0,1.0,,1.0,1.0,1,0,0,1,0,0,1,2,2,1,356.6026,309.56579999999997,414.712,365.5268,336.4586,398.22450000000003,371.6357,340.39549999999997,361.64018749999997,0
561.261,580.117,635.203,587.921,596.064,597.182,561.643,587.06,580.712,530.323,16.17,1,0,0,0,2,8,4,0,3,1,2,3,1,4,,,,2,2,,2,3,,,4,3,2,3,2,1.0,,1.0,,,1.0,0,0,0,1,1,0,3,2,2,1,567.7546,604.9572,650.5929,581.1890999999999,569.9093999999999,583.3691,548.4678,578.0134999999998,585.5317,1
405.483,447.145,412.476,430.491,384.683,425.921,480.917,438.048,418.001,386.159,15.58,1,0,0,0,1,8,10,0,0,1,3,3,1,4,,3,,,3,,3,5,,5,,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,1,430.47860000000003,388.7038999999999,425.0398,417.35540000000003,425.0936,425.25690000000003,397.7921,416.52560000000005,415.7807375,0
433.779,406.071,391.035,292.04,427.701,437.295,420.564,382.604,388.965,367.116,15.58,1,1,0,1,2,,,,,,2,3,3,2,2,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1,0,0,1,0,0,0,1,1,1,380.715,374.44870000000003,363.9491,345.1065,358.04929999999996,388.988,370.43590000000006,366.0955,368.4735,0
368.145,416.221,406.719,361.88,410.93,321.199,436.883,391.558,434.063,469.681,15.42,1,0,0,0,1,,,,,,3,3,1,3,1,5,,4,4,,,,,4,4,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0,1,1,1,1,1,0,1,1,2,403.55629999999996,365.5809,382.57370000000003,418.79980000000006,414.287,394.45889999999997,369.9181,401.3813,393.8195,0
427.967,465.883,468.995,457.821,428.709,490.593,399.066,427.637,455.696,438.912,15.92,1,0,0,0,2,1,1,4,6,2,3,2,2,3,,,,,,1,,3,2,4,1,3,2,2,2,,,,,,,1,1,0,1,0,1,0,1,1,1,411.1022,491.50380000000007,502.70079999999996,455.23070000000007,441.3259,437.98510000000005,453.39609999999993,449.98349999999994,455.4035124999999,0
408.624,435.036,353.715,447.753,442.313,445.479,461.765,473.031,440.41,431.002,16.17,1,1,0,0,1,2,3,0,5,2,1,,2,2,2,,4,3,4,4,4,,,,,2,3,3,3,,,1.0,,1.0,,0,1,1,1,1,1,0,1,1,1,458.7143,442.77840000000003,436.3996,455.7781,451.66100000000006,441.23069999999996,408.2843,409.8256,438.084,0
334.31,340.843,326.968,390.784,391.321,328.649,326.781,390.82,340.509,402.359,15.58,1,1,0,0,1,10,10,0,0,2,2,,4,2,4,5,5,,5,5,,,,5,,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,2,393.763,393.6327,427.51599999999996,360.1898,338.3125,395.9014,353.70369999999997,400.2631,382.91027500000007,0
679.061,629.142,594.098,634.663,604.447,627.559,576.729,595.533,622.083,640.379,15.83,0,0,0,0,2,4,9,2,9,,2,3,2,2,3,2,5,2,2,,,,,,2,4,4,4,4,1.0,1.0,,1.0,,,1,1,1,1,1,2,0,2,3,4,639.5462,609.1316999999999,579.7022999999999,573.5068000000001,592.2052000000001,582.7799,578.9545,626.7792000000001,597.825725,1
182.367,187.849,186.555,194.501,197.465,219.694,176.963,193.044,242.207,191.081,16.08,0,1,0,1,0,0,9,4,10,2,3,1,2,2,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,1,0,0,1,1,1,1,223.19629999999998,234.08620000000002,191.2365,243.49519999999998,236.90080000000003,196.0344,222.50589999999997,234.66740000000004,222.7653375,0
307.182,309.903,304.482,338.498,322.147,309.398,331.196,328.575,252.729,301.878,16.0,1,0,1,1,2,0,10,9,10,4,1,3,3,3,,1,5,,,5,1,,,5,,2,4,4,4,,,1.0,1.0,1.0,1.0,0,1,0,1,0,0,2,,1,2,300.517,309.87160000000006,334.15279999999996,308.1946,295.97380000000004,294.71229999999997,307.68989999999997,327.10389999999995,309.77698749999996,0
427.703,435.658,487.405,468.548,403.403,422.295,447.214,377.811,488.981,471.789,16.17,1,0,0,0,1,0,4,0,4,,3,2,2,3,3,,,,,,,,,,,3,3,3,4,1.0,,1.0,1.0,,1.0,1,1,1,1,1,0,0,1,1,1,383.7455,437.0599,498.14919999999995,423.0631,444.3809,380.94849999999997,434.66730000000007,411.4092999999999,426.6779625,0
338.67,400.372,356.559,361.467,378.159,369.745,389.384,368.461,329.926,347.042,15.75,0,0,1,1,1,5,5,5,5,,3,4,2,3,2,3,5,5,,5,,,4,,,3,3,3,3,,1.0,1.0,1.0,1.0,1.0,0,0,0,1,1,0,0,1,1,1,414.18859999999995,368.40659999999997,283.17069999999995,358.72979999999995,373.06140000000005,401.35839999999996,377.14689999999996,369.3146,368.172125,0
589.388,516.268,549.679,499.985,548.13,535.689,539.621,555.271,558.832,521.701,16.08,1,0,0,0,0,5,10,0,10,2,,3,2,3,2,,5,,5,5,,5,,5,,4,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,0,1,0,0,1,1,3,529.0241,538.5290000000001,513.8922,537.9534,510.8713000000001,552.7171999999999,548.4826,540.7735,534.0304125000001,1
346.459,363.808,332.351,331.507,389.443,372.762,350.372,339.958,341.081,314.652,15.92,1,0,0,0,0,8,8,10,10,3,3,3,,3,3,,,,,,,,,,,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,1,336.06460000000004,318.2416,338.8968,373.80499999999995,350.3173,313.5421,350.3203,316.44020000000006,337.20348749999994,0
347.153,407.322,300.948,328.05,336.487,347.311,345.768,307.317,340.086,305.555,16.08,1,0,0,0,1,7,8,2,10,1,,3,,3,1,,5,4,,4,,4,,,5,4,4,4,3,1.0,1.0,1.0,1.0,,,0,1,0,1,1,1,0,1,1,0,332.18399999999997,340.8627,338.9759,328.18309999999997,311.7961,298.16060000000004,364.9619,315.0536,328.7722375000001,0
282.279,234.127,292.256,280.078,314.817,287.494,213.131,248.275,271.156,291.553,15.42,0,1,0,0,0,7,10,10,10,,,3,1,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,0,2,0,1,,1,244.0447,250.4596,297.107,260.7695,279.88890000000004,235.94939999999997,257.9572,257.1037,260.40999999999997,0
284.183,217.341,253.349,212.787,312.796,350.544,322.157,286.727,333.585,305.52,16.25,0,1,1,0,1,5,10,1,7,4,,3,4,3,2,,2,1,2,,,,1,2,,4,3,2,3,1.0,1.0,1.0,,1.0,1.0,1,0,0,1,0,0,2,1,0,4,279.10630000000003,256.9922,200.2864,256.20009999999996,262.1189,282.07149999999996,285.9397,278.49920000000003,262.6517875,0
322.608,262.717,354.842,311.964,308.541,347.469,290.563,296.053,337.999,277.044,15.83,0,0,0,0,0,,,,,2,3,3,2,3,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,1,0,0,0,1,0,1,323.26450000000006,327.35200000000003,322.33059999999995,296.54640000000006,306.8201,319.8303,286.321,305.6614,311.0157875,0
242.26,276.565,307.296,234.417,195.898,257.248,287.731,236.513,201.643,327.9,16.17,1,0,0,0,0,6,1,2,7,,2,2,2,2,2,2,,4,2,,,3,,2,,4,3,2,3,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,1,0,0,0,2,2,0,287.4122,325.2274,310.4862,226.87179999999998,202.63049999999998,259.73789999999997,255.061,282.38079999999997,268.725975,0
426.018,403.881,421.326,433.041,422.722,427.775,406.873,437.797,409.759,435.553,15.58,1,0,0,0,2,0,0,6,8,2,3,2,,3,2,,5,2,4,4,1,,,,,3,4,4,3,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,1,1,0,0,1,1,1,406.3915,430.0715,337.47470000000004,399.0161,420.0212,400.933,427.44809999999995,373.6949,399.381375,0
345.622,344.277,308.189,343.729,325.804,386.511,329.94,331.343,323.422,366.579,15.83,0,1,0,0,0,0,8,0,0,1,4,,2,3,1,,,,,,,,,,,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,0,1,1,1,1,0,0,1,1,0,338.70310000000006,343.4424,326.72479999999996,370.90290000000005,341.7745,315.5033,310.43260000000004,336.9799,335.5579375,0
371.85,289.164,368.123,359.293,304.613,307.527,371.444,344.852,338.561,329.305,15.75,0,0,0,1,1,10,2,10,8,3,3,3,,3,2,,5,,,,1,,2,2,1,2,2,4,3,,,1.0,1.0,,1.0,1,0,0,1,0,0,1,1,1,1,333.736,336.497,334.82419999999996,354.49550000000005,259.29150000000004,330.8345,355.0333999999999,258.6896,320.4252125,0
532.692,425.227,504.59,484.85,521.087,483.106,510.557,499.455,465.964,480.704,16.08,1,0,0,0,0,5,5,0,5,1,4,,1,4,1,4,,,3,4,,,,4,5,4,4,4,4,1.0,1.0,1.0,,1.0,1.0,1,1,1,1,1,2,0,3,3,4,499.78550000000007,491.28370000000007,514.6834000000001,476.86259999999993,481.64009999999996,501.3595,469.58899999999994,478.3822,489.19825000000003,1
319.884,325.801,330.456,300.279,370.648,319.938,355.909,236.834,356.638,361.315,15.83,0,0,0,0,0,0,10,2,3,2,3,3,2,3,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,1,1,1,322.74280000000005,297.3519,301.2985,354.9835,297.8841,337.35499999999996,293.8511,294.6112,312.50976249999997,0
346.695,379.566,364.937,343.971,384.427,385.096,390.669,355.919,339.809,384.9,16.33,0,0,0,0,0,2,1,0,0,,3,3,2,3,3,2,,1,,1,,5,3,,,4,2,2,2,,,,,1.0,1.0,1,0,0,1,0,0,0,0,0,1,374.66780000000006,286.713,307.2075,382.794,357.27479999999997,373.523,373.99420000000003,343.88649999999996,350.0076,0
431.366,472.146,504.449,522.607,489.99,508.787,488.867,466.371,493.625,503.987,16.08,0,0,0,0,1,0,8,0,5,2,3,2,,3,2,5,5,5,5,5,,,,,,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,1,0,2,1,1,4,495.51129999999995,485.11190000000005,507.04490000000004,475.90199999999993,483.367,448.3161,497.2894,462.7,481.905325,1
454.37,419.666,404.348,414.927,432.939,424.665,435.55,410.278,438.553,427.505,15.92,1,0,0,0,1,3,5,1,4,1,4,,1,3,2,4,,5,,,,3,4,2,,4,4,4,3,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,0,0,2,2,2,406.56850000000003,426.85060000000004,437.6325,414.32070000000004,426.3284,417.91970000000003,465.70820000000003,374.33799999999997,421.20832499999995,0
537.259,530.888,539.508,523.946,523.085,568.226,540.621,483.425,499.032,542.518,15.83,0,0,0,0,1,3,5,0,5,1,3,2,1,3,,,,5,4,,4,,4,,5,3,3,4,3,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,0,0,2,2,2,501.6924,560.9907,531.3212000000001,509.1797,496.7576,538.8482000000001,531.6746,543.2951,526.7199375000001,1
367.564,347.502,351.221,375.615,348.967,372.781,330.744,340.016,391.045,371.048,16.17,0,0,0,0,1,5,6,2,7,,3,3,3,3,3,,5,4,5,,,5,,,5,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,1,1,0,1,1,1,362.1738,362.7931,291.04190000000006,387.84440000000006,358.4486,352.5875,377.01750000000004,339.7228,353.95369999999997,0
444.841,474.763,420.778,479.635,426.039,446.353,483.157,490.521,469.969,411.62,15.75,0,0,0,0,2,2,5,0,9,2,3,,2,4,1,,,5,,,,5,5,5,5,3,3,3,4,,,1.0,1.0,1.0,1.0,0,1,1,1,1,1,0,3,3,6,449.0349,505.82469999999995,413.0156,454.69899999999996,509.0955,442.53690000000006,478.3116999999999,447.4629000000001,462.49764999999996,0
381.742,329.862,309.111,341.92,360.584,398.523,342.192,309.501,324.643,310.988,15.42,1,0,0,0,0,2,2,2,2,2,2,3,2,3,,,5,,5,5,5,,,5,,2,4,4,2,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,1,0,1,0,1,1,1,340.69780000000003,364.3869,368.68690000000004,337.817,333.2143,347.5684,322.0656000000001,295.157,338.69923750000004,0
364.261,321.842,390.74,356.263,331.788,310.523,347.824,350.32,364.065,330.501,15.92,1,0,0,0,0,5,10,0,2,,3,3,2,3,2,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,1,1,0,2,1,0,1,347.6793,341.44689999999997,332.422,330.90670000000006,324.8268,351.2561,332.22169999999994,343.5669,338.0408,0
317.082,346.175,334.579,342.528,286.946,315.95,337.092,352.229,334.139,372.969,16.17,0,0,0,1,0,10,6,10,10,,3,1,4,3,4,,,,,1,1,2,,4,2,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,2,2,2,339.35790000000003,296.9678,303.21259999999995,347.4679,292.4568,313.01779999999997,343.6713,322.76120000000003,319.86416249999996,0
336.563,320.637,363.23,345.693,378.378,340.788,363.955,359.435,348.509,337.745,16.0,0,1,0,1,0,6,10,0,0,2,2,3,2,,2,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0,1,1,0,0,0,0,0,1,1,374.0046,350.2581,385.3453,351.9372,410.0359,355.44629999999995,366.25480000000005,374.04560000000004,370.915975,0
483.509,502.987,518.676,496.784,487.432,485.444,502.324,523.777,545.318,530.52,16.08,1,0,0,0,0,6,8,0,10,2,3,3,2,3,,3,5,3,,,,4,,,5,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,0,0,3,3,3,473.91089999999997,509.6531,513.8783000000001,490.63100000000003,488.56589999999994,474.7383,506.6399,515.5071,496.69056250000006,1
385.154,364.088,373.099,316.935,384.876,344.048,323.737,365.883,322.371,375.95,15.92,0,0,0,0,1,10,10,0,8,2,3,,2,3,2,5,,4,,,,5,5,5,,4,4,4,4,1.0,1.0,1.0,1.0,,,1,0,0,1,0,0,0,1,1,1,368.2162,347.25300000000004,256.107,368.8783,337.8321,376.0833,370.1103,331.9463999999999,344.553325,0
372.051,381.142,360.856,402.489,334.947,368.52,355.508,334.721,346.904,368.203,16.17,0,0,0,0,0,10,10,4,7,1,3,3,1,3,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,1,1,0,2,3,3,2,330.289,322.1049,294.5819,350.0744,334.7369,357.6666,319.7549,337.75690000000003,330.8706875,0
417.23,343.239,424.852,342.984,388.652,378.831,387.503,382.446,318.119,370.043,15.83,0,0,0,0,0,4,7,5,6,1,3,,2,3,2,,5,5,,5,,,5,,5,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,2,2,3,4,403.60380000000004,395.61990000000003,387.9482,391.0590000000001,330.99859999999995,378.0086,389.33050000000003,380.5531,382.1402125,0
331.489,350.317,385.763,344.742,282.505,354.912,281.715,311.651,285.422,334.296,15.58,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,1,1,1,319.207,343.5533,322.3713,293.5228,346.58720000000005,327.26520000000005,290.08320000000003,352.1609,324.3438625,0
484.175,503.196,481.632,495.82,479.336,478.817,519.396,505.702,514.653,459.918,16.0,1,0,0,0,0,8,10,0,8,3,3,3,,3,2,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1,0,0,1,0,0,0,2,2,3,490.9169,464.6956,510.9097,493.258,538.1623999999999,494.369,477.2021,458.26090000000005,490.971825,1
