PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH,PV6MATH,PV7MATH,PV8MATH,PV9MATH,PV10MATH,AGE,TFGender,REPEAT,MISSSC,SKIPPING,TARDYSD,EXERPRAC,STUDYHMW,WORKPAY,WORKHOME,ST034Q01TA,ST034Q02TA,ST034Q03TA,ST034Q04TA,ST034Q05TA,ST034Q06TA,ST300Q01JA,ST300Q02JA,ST300Q03JA,ST300Q04JA,ST300Q05JA,ST300Q06JA,ST300Q07JA,ST300Q08JA,ST300Q09JA,ST300Q10JA,ST270Q01JA,ST270Q02JA,ST270Q03JA,ST270Q04JA,ST038Q03NA,ST038Q04NA,ST038Q05NA,ST038Q06NA,ST038Q07NA,ST038Q08NA,ST250Q01JA,ST250Q02JA,ST250Q03JA,ST250Q04JA,ST250Q05JA,ST251Q01JA,ST251Q02JA,ST251Q03JA,ST251Q04JA,ST255Q01JA,MATH_CANTIDAD,MATH_CAMBIO_REL,MATH_ESPACIO_FORMA,MATH_DATOS_INCERT,MATH_FORMULACION,MATH_PROCEDIMIENTOS,MATH_INTERPRETACION,MATH_RAZONAMIENTO,MATH_PROMEDIO,MATH_LOGRO
503.544,481.608,476.778,428.931,471.594,452.376,441.868,438.351,456.065,475.885,15.5,0,0,0,0,0,3,5,0,0,2,3,3,2,,2,4,5,,,5,5,,,5,,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,0,1,2,2,2,468.9172,446.6037,467.41640000000007,472.13649999999996,503.02930000000003,476.46219999999994,497.74979999999994,386.9543,464.908675,0
308.925,341.941,318.355,312.658,351.096,312.974,245.368,290.277,282.276,380.011,16.33,1,1,0,0,2,10,10,10,10,,1,3,2,3,4,,4,,5,,5,5,,5,,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,1,0,0,1,1,1,324.0119000000001,300.5958,315.8326,291.4991,282.09920000000005,328.2894,274.8785,308.8383,303.25559999999996,0
352.734,329.541,393.619,374.576,369.846,357.984,335.535,406.739,326.85,408.209,15.58,0,0,0,1,0,5,2,2,2,4,2,2,,2,4,,,,,,,,,,,4,4,4,4,,1.0,1.0,,,1.0,1,0,0,0,0,0,0,1,0,1,336.0528,337.1538,332.1707,378.14400000000006,359.73339999999996,358.2333,370.0827,321.10519999999997,349.08448749999997,0
390.773,347.232,345.104,334.94,309.201,364.781,420.199,360.167,352.158,346.097,15.42,1,0,1,1,2,10,5,4,7,,3,3,2,3,2,3,,2,3,,,,2,3,,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,1,0,1,1,1,2,360.38540000000006,349.9687,311.2188,346.9556,353.33759999999995,363.54730000000006,362.51300000000003,353.72459999999995,350.206375,0
330.803,353.718,327.215,342.545,360.369,356.135,388.259,383.371,353.461,396.009,16.17,1,0,0,0,0,10,8,2,10,,4,4,2,2,1,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,0,1,0,0,0,0,0,1,1,0,353.12479999999994,312.20470000000006,369.22799999999995,321.8499,325.67539999999997,328.43469999999996,353.5213,297.5419,332.6975875,0
495.664,572.573,495.123,472.866,461.011,582.342,532.943,466.063,506.068,454.231,15.67,1,0,0,0,1,6,7,5,7,,3,2,2,2,2,,,4,,,1,,4,5,4,4,4,4,4,1.0,,1.0,,1.0,1.0,0,0,0,0,0,0,0,1,1,1,503.6209999999999,478.15099999999995,515.7577,501.72339999999997,504.76969999999994,490.22530000000006,455.6528,552.3095,500.27629999999994,1
530.148,518.014,576.633,497.158,531.894,451.638,547.735,521.802,479.695,493.357,16.25,0,0,0,1,1,4,8,2,10,,3,3,2,3,2,4,,,,,4,4,,3,4,3,3,2,3,1.0,1.0,1.0,1.0,1.0,,1,1,0,1,1,1,,1,2,3,521.7341,542.8681,500.741,545.4039,509.19749999999993,528.2377,539.4482,538.2297,528.232525,1
476.499,427.595,508.461,483.64,446.974,462.338,523.152,493.516,468.549,482.853,15.92,1,0,0,0,0,6,10,0,10,1,,2,2,3,2,,,,,,,,,,,2,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,1,1,0,2,1,1,3,451.20649999999995,480.2542,414.4267,468.7568,431.4835,461.4605,499.4518000000001,492.20740000000006,462.4059250000001,0
347.718,382.016,318.107,363.21,393.965,408.758,376.492,386.584,373.674,336.726,16.0,1,0,0,0,1,8,10,6,6,1,3,,1,3,1,4,4,,,,,4,,4,4,3,3,3,3,1.0,1.0,1.0,1.0,1.0,,1,1,0,1,1,0,0,3,3,3,310.45360000000005,352.92480000000006,399.2876,350.1644,317.8137,380.5344,365.76689999999996,340.05910000000006,352.1255625,0
442.367,423.017,427.426,369.106,382.695,390.273,380.068,411.377,395.088,359.874,16.25,1,0,0,0,1,6,4,4,0,2,,2,2,2,2,,,,,,,,,,,2,1,3,1,,,1.0,1.0,1.0,,0,1,0,1,0,0,0,1,1,1,417.9674,394.78720000000004,409.0759,396.5029,400.8664,407.96689999999995,378.05010000000004,390.0593,399.40951249999995,0
340.047,360.554,334.714,296.954,272.171,313.716,263.832,265.064,373.403,362.735,16.0,0,0,1,1,1,9,10,10,10,2,3,,2,2,2,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,1,0,0,1,331.18460000000005,328.21220000000005,302.4114,324.6871,294.53200000000004,334.5898,299.55330000000004,316.8657,316.5045125,0
281.607,301.976,343.83,295.401,370.776,366.599,349.013,272.409,319.798,363.201,15.92,0,0,0,0,1,3,10,0,6,1,3,,1,3,1,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,1,0,0,1,1,0,323.2105,282.4855,271.26249999999993,297.67240000000004,296.4468,317.3737,287.2009,310.9377,298.32374999999996,0
458.434,484.952,412.21,485.722,474.248,483.611,454.267,427.845,437.246,475.255,15.92,1,0,0,0,0,0,6,0,10,1,3,,1,3,1,,,,,,,,,,,4,4,4,3,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,1,1,0,0,0,1,2,452.84379999999993,466.6991999999999,447.80280000000005,426.07879999999994,460.2084999999999,436.5750999999999,445.94530000000003,415.07309999999995,443.903325,0
323.001,335.576,325.057,346.099,331.8,340.622,360.199,371.443,326.928,343.369,16.33,0,0,1,1,1,4,3,2,10,2,3,3,2,,2,,1,2,1,,,,1,1,,2,2,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,1,1,1,0,2,2,0,321.5623,318.159,394.47459999999995,360.6331,330.5277,357.2295,354.05359999999996,311.17359999999996,343.476675,0
400.826,364.913,365.269,315.254,369.06,316.253,299.833,366.614,323.201,356.272,15.83,0,0,0,1,0,8,10,,5,,3,3,4,2,3,,,,,,,,,,,2,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,0,0,1,1,1,2,352.2713,378.2858,355.9146,361.499,369.04510000000005,345.14269999999993,323.7858,354.0982,355.0053125,0
505.812,550.718,521.722,492.071,522.952,533.716,539.026,514.87,497.14,487.541,16.17,0,0,1,0,1,6,10,2,10,1,3,3,1,,1,,,5,,4,,,5,5,5,4,4,2,2,1.0,1.0,1.0,1.0,1.0,,0,1,1,1,1,0,0,1,1,5,474.87540000000007,561.1134,455.2981,466.08209999999997,542.1289,484.42650000000003,495.0099,489.4958,496.05376250000006,1
364.849,353.645,401.871,318.215,334.983,409.861,385.082,379.691,320.424,386.263,15.58,0,0,0,0,1,6,3,0,2,2,2,3,,2,2,,,,5,5,4,1,3,,,4,2,4,4,1.0,1.0,1.0,1.0,1.0,,1,1,0,1,1,1,0,2,2,1,341.4665,348.11620000000005,474.2535,402.2229,338.80460000000005,332.37559999999996,363.70829999999995,387.11600000000004,373.50794999999994,0
301.855,295.522,320.411,280.135,341.959,316.056,352.231,327.437,392.298,314.844,16.0,1,0,0,0,0,10,10,0,2,1,3,,2,3,1,,,,,,,,,,,4,4,4,,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,0,0,1,1,1,1,320.7962,311.17629999999997,287.31190000000004,329.6975,317.67620000000005,344.4091,326.1078,317.31679999999994,319.31147500000003,0
500.441,469.702,505.724,528.722,463.843,504.794,514.817,443.187,527.545,517.61,15.67,0,0,0,0,0,0,8,0,4,1,3,3,1,,1,,,,,,,,,,,3,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,1,0,0,1,1,2,500.98490000000004,467.33459999999997,525.6200999999999,470.88140000000004,476.14750000000004,470.98519999999996,494.48759999999993,453.9408,482.5477625,1
357.298,380.705,374.154,366.663,370.741,360.554,323.739,330.49,342.357,387.879,15.83,0,0,0,0,1,0,8,,10,1,4,3,2,3,,1,,1,5,,,5,,5,,3,3,3,2,1.0,1.0,1.0,,1.0,,1,1,1,,1,1,0,2,2,1,335.1508,362.9633,367.0182,382.71569999999997,335.4849,368.21739999999994,397.8312000000001,380.5094,366.2363625,0
418.662,458.905,395.348,408.334,491.965,474.428,391.37,434.547,467.123,409.09,16.25,1,0,0,0,0,2,7,5,8,,1,2,3,2,3,2,,,4,,2,4,,,3,2,2,2,2,,1.0,1.0,,1.0,,1,1,1,1,1,0,0,2,2,2,422.4419,417.8119,436.4103,476.31539999999995,372.3752,444.11629999999997,453.48870000000005,414.6785000000001,429.704775,0
349.716,390.135,404.373,388.798,422.919,358.661,413.704,372.966,309.629,405.006,16.25,0,0,1,1,1,2,2,10,10,,3,3,2,3,2,,,,5,,5,,5,5,5,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,0,0,0,0,1,1,1,426.209,379.6067,313.84529999999995,361.77779999999996,366.947,406.41650000000004,376.50840000000005,387.1708,377.31018750000004,0
358.649,339.636,373.161,368.985,343.917,319.171,373.952,305.349,376.898,338.444,15.67,0,0,0,0,1,10,8,0,10,2,,3,2,3,2,,,,,,,,,,,2,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,1,1,2,331.7543,303.7123,387.6968,357.47040000000004,345.5497,340.82700000000006,365.38509999999997,325.21619999999996,344.701475,0
437.497,361.472,394.677,394.316,417.872,385.216,411.365,455.777,404.468,366.09,16.0,1,0,0,0,0,5,2,0,0,4,,1,3,3,4,,,,,,,,,,,4,4,4,4,1.0,,1.0,,1.0,1.0,0,0,0,0,0,0,2,1,1,1,416.5155,413.60909999999996,400.6079999999999,412.8791,420.48889999999994,418.95110000000005,356.84469999999993,409.77209999999997,406.2085625,0
505.175,495.907,535.987,528.451,530.309,528.043,477.485,512.32,511.747,486.557,16.0,1,0,0,1,1,2,10,0,10,2,1,3,2,,2,,,3,,3,5,,5,3,,2,2,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,1,0,2,2,2,515.546,493.5693000000001,560.6422,487.2309,454.30300000000005,518.3749,485.9709,536.5112000000001,506.51855,1
301.543,314.479,364.285,325.451,286.828,339.437,269.69,341.491,336.785,364.243,15.67,0,0,0,0,1,10,5,2,5,,3,3,1,3,1,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1,0,0,1,0,0,1,0,1,1,326.30039999999997,343.8687,316.6679,318.41970000000003,346.34299999999996,348.2708,325.956,350.4569,334.535425,0
404.013,374.269,402.68,435.261,389.117,392.166,418.37,469.84,366.566,390.355,15.67,0,0,0,0,2,4,6,2,5,2,3,3,2,3,,,,,,,,,,,,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,1,1,0,0,1,2,2,403.3442,412.45029999999997,389.26360000000005,400.81960000000004,387.9607,371.6477,422.88410000000005,378.10530000000006,395.80943750000006,0
418.218,374.84,367.575,405.213,394.444,435.017,361.522,355.749,375.619,413.167,16.08,0,0,0,1,1,4,6,4,10,2,,3,1,3,1,,,,,,,,,,,4,4,4,4,,1.0,1.0,,1.0,1.0,0,0,0,1,0,0,0,0,1,1,380.68800000000005,367.35949999999997,379.9799,408.76419999999996,396.0421,376.7294,395.45160000000004,382.50370000000004,385.93980000000005,0
337.761,381.39,399.047,373.767,384.003,421.934,361.642,389.841,339.589,333.307,15.42,0,0,0,0,0,4,8,0,3,2,2,2,,3,2,,5,,2,,,4,,1,2,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,1,0,0,2,2,3,376.50960000000003,398.60769999999997,422.8763,414.8738,409.85659999999996,342.14340000000004,377.68909999999994,406.88410000000005,393.68007500000004,0
425.213,427.293,472.217,521.933,490.316,416.268,494.358,449.849,470.883,448.902,16.08,1,0,0,0,0,8,4,0,3,1,4,4,1,,1,,5,,5,5,,5,5,,,2,3,3,3,1.0,,1.0,,1.0,,1,1,0,1,1,1,1,1,1,3,411.93940000000003,461.6209,454.1009,441.3076,451.05459999999994,456.61340000000007,460.2751,465.4633,450.2969,0
435.259,424.906,333.168,335.224,354.58,348.904,419.927,367.128,412.728,377.376,16.25,0,0,0,1,2,10,4,2,6,3,2,,3,2,3,,,5,,,3,3,,,,2,2,4,3,1.0,1.0,1.0,1.0,1.0,,1,1,1,1,1,1,0,3,3,1,337.2696,420.18829999999997,380.0272,379.51059999999995,388.06010000000003,382.8844,377.3634,377.6588,380.37030000000004,0
369.111,384.045,413.96,366.482,373.067,445.821,365.45,410.166,334.831,355.937,15.58,1,1,0,0,0,6,4,2,4,,4,3,2,3,2,,,,,,,,,,,4,4,4,4,,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,2,2,1,383.26959999999997,425.78849999999994,348.2071,367.37059999999997,341.6765000000001,359.3976,369.9972,384.1573,372.48304999999993,0
423.815,431.174,415.099,419.095,435.57,457.077,402.586,391.229,422.541,468.327,16.17,0,0,0,0,1,5,3,0,10,,2,3,1,3,2,4,,,4,4,,,,3,3,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,0,1,0,0,2,2,1,448.71909999999997,431.5728000000001,417.0499,468.70349999999996,469.43979999999993,434.1836,406.1178,455.4817,441.408525,0
281.838,304.958,284.35,294.729,252.179,244.212,289.536,232.43,273.677,287.922,15.58,0,1,1,1,1,,,,,1,4,2,,4,4,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,1,1,279.4201999999999,256.0311,226.8929,272.6024,289.6995,295.19350000000003,256.8845,279.5132,269.5296625,0
428.844,465.595,445.084,423.362,413.271,460.64,410.115,483.439,450.935,445.407,15.42,0,0,0,0,0,9,9,5,10,1,,3,1,4,1,,,,4,,,4,4,4,4,2,2,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,0,0,2,2,2,407.5645,453.1566000000001,495.916,452.6388,486.01599999999996,441.74119999999994,461.79679999999996,449.59700000000004,456.05336250000005,0
251.44,342.081,253.311,322.294,295.372,269.97,257.115,317.528,285.391,317.443,16.25,0,1,1,0,0,10,10,1,10,2,4,,2,4,2,,,,,,,,,,,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,1,1,1,286.6809999999999,326.646,311.9828,276.7962,310.16919999999993,317.833,325.6309,313.4803,308.65242500000005,0
315.229,340.206,355.12,357.71,374.542,338.936,342.773,334.302,390.056,358.176,16.08,1,0,0,1,2,10,2,2,3,3,2,1,3,2,,2,5,,,,1,,2,,1,4,3,4,3,1.0,,1.0,1.0,1.0,1.0,0,0,0,0,1,1,0,1,1,2,325.20709999999997,386.2266,329.6944,325.7446,357.5898000000001,355.6265,365.1057,326.872,346.5083375,0
458.403,475.135,484.68,532.237,519.545,503.724,530.891,486.396,500.911,494.075,15.75,0,0,0,0,1,8,10,6,10,,3,4,1,3,1,,,4,5,5,,,,5,5,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,3,0,3,3,3,500.49750000000006,508.4384,489.95929999999987,494.7841,515.7621999999999,509.47439999999995,540.9712999999999,508.1664999999999,508.5067125,1
457.05,432.26,429.406,465.413,405.732,444.472,406.991,422.577,431.929,476.851,16.08,1,0,0,0,1,4,8,5,6,,3,2,2,3,2,4,4,,,,,4,4,,4,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,0,0,2,2,2,410.0058,458.1441999999999,374.27930000000003,368.5823,409.3532,419.8493,451.254,388.0964,409.94556249999994,0
446.124,361.28,405.048,400.666,378.171,377.236,368.528,358.227,372.337,369.235,15.5,0,0,0,1,2,1,4,0,5,3,3,,3,2,3,1,,1,4,,1,,,1,,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1,,,,,,,1,1,2,417.05330000000004,304.7749,393.2304,391.5403,323.9413,386.24350000000004,366.9829,422.5015,375.7835125,0
660.53,632.869,605.214,646.165,582.727,614.804,619.946,626.465,615.922,656.625,15.5,1,0,0,0,0,6,10,0,10,1,3,4,1,,1,5,,,5,5,4,,,,5,4,4,4,4,1.0,1.0,1.0,1.0,1.0,,1,1,1,1,1,0,0,2,2,4,594.7629,652.655,691.0081,645.0474,595.0845999999999,595.4985,658.7287,627.4552000000001,632.5300500000001,1
379.863,344.381,353.479,375.449,329.166,370.43,354.35,363.674,333.439,370.364,15.58,0,0,0,0,0,0,10,5,10,2,,3,2,3,2,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,0,0,0,1,1,2,389.9251,330.535,384.22369999999995,335.25190000000003,371.847,396.0621,354.38569999999993,371.46880000000004,366.71241249999997,0
528.923,576.393,529.932,504.7,591.976,510.472,483.465,494.38,533.188,535.961,15.42,1,0,0,0,0,10,10,0,9,,3,3,1,3,1,,,5,5,,5,5,,5,,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,1,1,0,0,1,1,2,545.8365,563.7936,500.1205,494.0684,573.3795999999999,553.1081,531.4591,517.6119000000001,534.9222125,1
376.809,283.51,305.468,401.848,321.45,384.389,344.525,333.568,351.462,338.676,16.17,0,0,1,1,2,0,6,0,4,2,4,,2,2,2,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,0,0,0,1,0,0,1,0,0,2,372.3605,364.4104,351.0162,358.945,369.492,378.74629999999996,348.5414999999999,392.45009999999996,366.99524999999994,0
414.17,375.112,435.84,402.032,424.985,412.692,417.531,397.638,395.446,425.229,16.08,1,0,0,0,0,10,3,3,8,,3,3,3,2,4,3,,,4,4,4,,,,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,0,0,0,1,1,1,413.3893,376.8888,386.04699999999997,393.02430000000004,445.0918,433.0463,366.35450000000003,388.8165,400.3323125,0
328.038,339.958,303.523,324.141,320.555,363.125,350.147,354.437,310.959,372.425,15.5,0,0,0,0,0,8,10,0,10,,4,3,2,3,1,,,,,,,,,,,1,2,2,1,1.0,,1.0,1.0,1.0,,1,0,0,1,0,0,0,1,1,2,273.2102,306.07769999999994,328.93950000000007,302.1212,270.0168,296.2644,342.77260000000007,356.80510000000004,309.52593750000005,0
349.155,351.449,344.237,434.167,404.395,393.443,357.992,355.797,403.797,319.822,15.75,0,0,0,0,2,0,4,0,8,2,1,2,,2,2,,5,3,,,,4,5,3,,3,3,3,3,1.0,1.0,1.0,,1.0,1.0,1,1,0,1,1,1,0,3,3,1,355.79769999999996,383.2611,421.5412,393.3554,394.7776,357.9136,371.3474,445.7162,390.46377499999994,0
330.435,316.771,327.254,334.83,338.142,276.263,292.521,302.881,284.333,309.315,15.67,1,0,0,0,0,10,10,10,10,1,,3,2,3,1,,,,,,,,,,,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,,,,1,,3,,,,2,325.12330000000003,303.0619,352.784,353.3682,352.66400000000004,322.73319999999995,339.78870000000006,309.7093,332.404075,0
376.417,401.834,426.826,394.318,416.374,394.49,414.258,420.407,440.343,443.127,15.58,1,0,0,0,1,5,5,4,3,2,,3,3,2,2,,5,1,,3,5,5,,,,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,1,1,0,3,3,3,420.74529999999993,416.13469999999995,386.4886,406.10170000000005,408.18289999999996,418.06769999999995,389.7034,411.5156,407.1174875,0
338.029,331.497,356.692,373.7,271.768,308.139,318.589,282.233,281.103,369.565,15.5,0,0,1,0,2,0,5,5,10,,2,2,3,2,2,4,5,,5,,1,,,,,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,0,1,1,1,1,0,0,1,1,4,340.3012,319.0652,308.6273,341.0521,325.3666999999999,313.6176,326.4713,288.46989999999994,320.3714125,0
369.229,413.19,406.392,421.032,439.183,416.543,406.57,455.001,413.138,378.997,16.0,1,0,0,1,2,10,10,4,3,,4,3,2,2,2,5,5,,,,5,,,5,5,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0,1,1,0,1,1,365.1253,410.5075,417.7335,358.6576,383.4665,401.12379999999996,398.4126,444.51359999999994,397.44255,0
355.077,386.417,460.074,396.881,424.851,370.516,454.229,408.498,407.228,346.431,16.17,1,0,0,0,1,10,8,6,5,2,4,2,2,,2,2,5,,,,,1,1,,1,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1,1,0,0,1,1,1,433.9366,377.9393,468.9072,368.73470000000003,377.7522,390.7251,375.79150000000004,400.7312,399.31472500000007,0
489.067,458.176,435.78,418.87,470.942,457.262,505.255,486.534,462.782,443.11,16.17,1,0,0,0,1,0,6,8,10,2,,3,2,3,3,,,,5,5,,5,5,5,,2,3,2,2,,,1.0,,,,1,1,0,1,1,1,,2,2,2,486.49170000000004,472.97429999999997,474.84579999999994,507.43070000000006,438.28069999999997,470.6128,487.62999999999994,450.1095,473.5469375,0
437.153,442.218,435.133,431.025,385.009,421.449,407.458,415.648,418.845,378.605,15.92,1,0,0,1,1,8,8,8,8,1,3,,2,3,,,,,,,,,,,,4,3,,,,1.0,1.0,,,,1,1,1,0,,0,0,3,3,2,423.4883,422.7569,414.7177,435.44300000000004,461.89309999999995,425.42330000000004,389.6925,433.131,425.818225,0
412.506,364.39,396.209,402.017,410.562,461.459,419.686,350.451,415.426,354.099,15.92,1,0,0,0,2,5,2,0,0,2,3,3,2,3,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,1,1,1,1,1,0,0,2,2,5,361.7497,423.03810000000004,389.00739999999996,366.5182,425.88149999999996,380.2921,362.3618,397.42369999999994,388.2840625,0
302.267,255.259,361.618,304.227,275.351,269.035,289.372,310.211,271.954,314.784,15.75,1,0,0,1,1,0,2,0,10,1,4,4,,2,1,,,,,,,,,,,4,4,4,4,1.0,,1.0,,1.0,1.0,1,1,0,1,1,0,0,1,1,0,292.2299,316.56399999999996,254.12580000000003,291.66769999999997,264.6634,304.86760000000004,311.80190000000005,228.0818,283.00026249999996,0
354.185,257.237,294.132,284.729,238.628,269.542,285.92,300.966,209.427,236.005,15.5,1,1,1,0,1,,,,,,3,3,2,3,2,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,1,1,2,275.9592,305.7813,285.4597,263.6647,298.6474999999999,288.0986,253.7018,360.64919999999995,291.49525,0
631.709,607.08,648.821,648.798,647.851,649.475,578.268,613.796,634.578,611.96,15.83,1,0,0,1,1,7,4,2,10,1,,3,1,2,1,,5,3,3,,,3,4,,,3,2,3,3,1.0,1.0,1.0,,,1.0,1,1,1,1,0,0,0,1,1,2,643.6390000000001,603.278,651.8154000000001,607.3098000000001,628.0555999999999,617.0782,623.0440000000001,633.3799,625.9499875,1
382.931,388.238,367.403,382.551,393.655,414.327,377.781,406.272,404.588,379.842,16.25,0,1,1,1,0,6,8,0,2,3,,4,3,3,3,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,1,1,2,404.1659,397.8256,412.707,392.5058,398.11299999999994,413.68010000000004,399.0036,401.65000000000003,402.456375,0
375.852,392.654,375.902,382.366,361.87,335.138,395.175,355.649,363.54,355.275,16.08,0,0,0,1,1,2,5,1,3,2,2,3,,2,2,,,3,,,3,4,3,3,,3,3,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,0,0,0,0,1,1,1,328.6578,391.19539999999995,269.1512,363.6205,302.56590000000006,340.7485,390.7837,368.1681,344.3613875,0
377.422,413.174,410.657,390.097,360.017,430.501,374.558,395.553,407.045,392.188,16.33,0,0,0,0,1,7,8,0,10,1,,4,1,4,1,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0,1,1,1,1,0,0,2,2,1,408.9413,409.00450000000006,453.7404,396.7167,367.8619,420.94410000000005,393.35139999999996,379.89590000000004,403.807025,0
425.524,413.137,388.241,421.953,418.638,431.51,414.5,366.81,425.503,394.217,16.08,1,0,0,1,1,2,7,3,10,2,3,,3,3,3,,,3,,3,,3,2,3,,2,2,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,1,1,0,0,1,1,2,416.9518,397.0884,420.27920000000006,389.00129999999996,397.9522,409.40749999999997,415.4378,412.9976,407.389475,0
454.171,476.941,485.202,499.045,501.437,440.842,470.104,494.538,457.423,457.364,15.58,0,0,0,0,0,9,9,0,8,1,,3,1,4,1,,,,,,,,,,,3,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,3,3,4,474.7169,483.5945,412.09469999999993,481.1689,496.51489999999995,472.25780000000003,484.36089999999996,444.428,468.642075,0
273.648,285.612,269.694,298.401,312.516,257.358,334.396,263.49,248.958,330.6,15.92,1,0,1,1,1,10,4,10,10,2,,4,2,4,1,,,,,,,,,,,4,4,4,4,1.0,1.0,1.0,,1.0,1.0,0,1,0,1,1,0,2,1,1,1,288.64309999999995,205.00549999999998,269.3069,272.6237,289.59610000000004,262.14,266.9583,283.2415,267.18938749999995,0
398.621,423.848,407.827,444.904,427.553,441.541,450.334,409.494,356.626,425.592,16.0,0,0,0,0,0,1,10,0,8,1,3,3,1,,1,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,1,1,1,0,1,1,2,438.7701,413.7803,401.50600000000003,371.1121,424.08599999999996,432.61410000000006,390.5189,413.06409999999994,410.68145000000004,0
379.916,344.698,409.194,334.625,414.837,451.25,369.206,454.725,419.633,435.44,15.67,1,0,0,0,0,6,10,6,10,,3,3,2,3,4,,,5,5,5,5,5,,,,3,3,3,2,1.0,,1.0,1.0,1.0,1.0,1,0,0,1,0,0,0,1,1,3,410.25960000000003,402.36600000000004,375.8744,372.98389999999995,374.06769999999995,404.35209999999995,392.89650000000006,394.9736,390.97172499999994,0
400.682,417.181,429.341,386.508,411.947,412.624,437.591,395.485,392.046,430.639,16.33,1,0,1,0,0,6,6,0,8,1,4,4,,4,1,,,4,4,4,,,4,4,,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,3,3,3,423.26390000000004,427.18940000000003,403.088,371.57489999999996,412.6496000000001,397.0348,413.5975,411.4862,407.48553749999996,0
387.291,395.744,362.716,352.31,434.332,391.391,374.43,352.781,358.889,390.63,15.5,1,0,0,1,1,4,9,2,5,,4,3,2,3,4,3,1,4,,3,,,4,,,4,4,4,4,,1.0,1.0,,,1.0,1,1,1,0,1,1,0,1,1,2,364.59939999999995,334.04089999999997,351.21320000000003,371.26869999999997,384.1469000000001,376.7036,355.34709999999995,334.267,358.94834999999995,0
474.228,442.882,456.519,501.76,498.614,472.217,500.258,453.261,513.359,472.319,15.75,1,0,0,1,1,6,8,4,10,1,,3,2,3,2,,,,,,,,,,,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,0,0,1,1,1,475.88809999999995,513.9233,400.3398000000001,509.71360000000004,492.14390000000003,459.8639,482.1415,434.99809999999997,471.126525,0
