PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH,PV6MATH,PV7MATH,PV8MATH,PV9MATH,PV10MATH,AGE,TFGender,REPEAT,MISSSC,SKIPPING,TARDYSD,EXERPRAC,STUDYHMW,WORKPAY,WORKHOME,ST034Q01TA,ST034Q02TA,ST034Q03TA,ST034Q04TA,ST034Q05TA,ST034Q06TA,ST300Q01JA,ST300Q02JA,ST300Q03JA,ST300Q04JA,ST300Q05JA,ST300Q06JA,ST300Q07JA,ST300Q08JA,ST300Q09JA,ST300Q10JA,ST270Q01JA,ST270Q02JA,ST270Q03JA,ST270Q04JA,ST038Q03NA,ST038Q04NA,ST038Q05NA,ST038Q06NA,ST038Q07NA,ST038Q08NA,ST250Q01JA,ST250Q02JA,ST250Q03JA,ST250Q04JA,ST250Q05JA,ST251Q01JA,ST251Q02JA,ST251Q03JA,ST251Q04JA,ST255Q01JA,PV1MATH_target
371.691,344.942,328.959,345.411,362.382,339.783,313.301,336.802,310.676,327.345,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
380.031,347.889,330.326,279.71,352.536,350.879,349.75,357.021,314.923,321.081,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
462.881,468.052,446.062,458.232,431.73,399.461,398.78,428.305,429.38,437.579,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
519.646,551.716,536.217,598.057,561.755,509.819,565.261,546.834,532.884,566.876,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
367.586,413.919,378.037,381.437,371.928,318.062,392.676,351.036,405.867,383.677,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
517.875,456.959,491.92,449.625,480.306,430.856,462.583,470.82,498.956,445.517,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
324.426,316.381,307.248,320.415,332.448,264.409,250.935,257.586,208.534,394.799,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
432.926,426.009,429.194,393.327,434.426,457.63,451.951,419.078,444.766,404.642,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
414.879,410.812,380.363,411.341,404.108,395.655,413.27,407.664,423.445,434.582,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
324.859,343.29,363.179,389.781,306.387,354.639,307.02,405.608,362.677,369.876,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
367.392,328.074,345.689,277.52,329.612,259.07,305.38,306.111,288.958,295.834,16.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
286.169,292.183,371.48,317.256,235.486,320.971,288.266,213.109,322.613,281.248,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
403.241,433.06,410.274,404.623,389.742,418.761,380.896,396.546,404.267,409.043,16.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
382.271,331.067,381.317,360.529,378.46,366.788,409.422,385.816,357.647,391.404,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
425.456,479.504,450.307,496.955,454.931,525.509,437.512,421.17,436.986,442.526,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
506.095,519.131,502.372,539.318,526.4,503.715,505.684,471.68,446.548,488.77,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
413.788,461.327,440.433,417.706,457.198,436.261,420.891,418.155,414.831,437.886,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
538.657,541.631,570.026,523.235,558.066,551.207,523.554,564.804,564.235,559.817,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
462.259,449.034,409.738,484.109,442.671,499.772,499.887,485.727,509.902,490.446,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
440.293,453.02,420.987,398.527,433.993,407.879,458.021,456.71,448.475,492.418,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
458.948,463.511,464.544,440.887,453.868,440.255,439.888,472.037,458.301,450.648,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
317.464,334.912,331.92,320.3,320.082,299.373,337.075,338.634,312.722,318.337,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
352.666,356.302,318.766,307.559,316.617,275.451,330.228,297.544,301.418,260.025,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
364.817,391.139,406.135,488.846,401.156,375.374,393.123,443.625,405.559,433.009,15.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
441.306,444.006,491.791,460.551,485.57,473.9,419.978,418.412,446.035,460.306,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
420.197,381.399,401.454,434.642,424.701,352.9,398.15,411.188,459.013,385.925,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
376.482,420.848,401.855,444.871,359.432,369.08,384.803,401.59,363.481,333.82,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
308.843,347.525,315.954,260.159,332.178,338.662,340.543,356.866,250.359,315.301,15.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
421.188,369.596,421.087,427.946,428.003,398.195,385.781,380.519,388.563,384.459,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
499.476,493.089,473.371,444.213,492.659,458.791,445.232,525.071,456.257,536.563,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
360.263,439.558,438.879,405.306,408.517,416.265,406.935,405.354,412.92,424.487,15.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
525.053,531.192,500.67,479.039,490.486,515.634,506.345,506.075,521.11,455.346,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
449.106,369.173,394.589,345.55,386.075,414.0,386.924,355.584,423.019,416.953,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
429.43,452.694,417.513,391.171,406.45,424.391,392.527,400.778,409.618,405.371,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
366.993,263.142,376.778,286.251,252.099,319.24,342.896,344.429,361.362,320.806,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
333.971,320.672,286.524,284.411,318.195,365.156,333.182,348.021,314.285,302.708,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
347.173,377.829,378.379,349.542,389.875,361.396,357.537,383.615,295.581,352.258,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
443.444,440.189,481.949,439.633,426.648,403.889,424.457,436.436,410.448,441.186,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
396.861,477.708,393.552,467.707,435.494,457.541,438.641,455.253,461.418,471.343,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
467.823,460.291,450.868,450.242,420.777,447.41,523.88,478.359,482.517,468.1,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
384.592,393.139,420.399,382.719,366.709,397.867,382.019,432.411,382.533,427.767,15.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
445.613,512.676,492.553,464.433,511.245,498.345,446.093,500.534,523.985,492.125,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
500.281,432.006,488.811,475.872,484.391,428.08,471.425,456.474,459.24,461.741,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
460.207,384.878,458.936,433.387,413.737,414.592,396.948,440.017,383.858,441.525,15.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
440.707,467.668,427.625,428.71,420.898,443.596,431.094,448.824,423.317,406.967,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
470.959,511.09,475.685,481.833,447.37,526.553,435.748,480.122,479.189,501.646,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
270.114,280.605,264.357,304.249,316.173,251.661,259.61,264.806,271.584,262.878,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
335.697,359.94,312.111,333.66,347.336,319.504,374.857,285.677,302.307,348.053,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
405.567,388.346,411.976,382.021,438.612,431.724,434.368,406.698,446.028,383.864,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
428.944,390.396,395.587,421.888,387.17,447.36,507.167,407.736,443.761,450.09,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
489.637,466.381,439.542,525.666,458.917,499.727,570.721,466.247,481.181,515.552,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
376.028,382.481,365.434,380.939,382.194,387.086,369.51,399.1,364.691,384.968,15.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
548.277,533.058,521.252,530.564,508.032,513.654,582.352,492.839,509.355,541.1,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
359.53,432.176,422.932,408.826,400.224,453.3,446.601,415.43,381.842,441.949,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
322.698,319.905,292.027,342.036,305.205,341.947,256.081,300.436,299.901,290.652,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
564.334,599.559,594.889,662.94,538.08,584.731,651.015,572.491,652.126,527.89,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
342.157,385.43,357.804,343.038,352.381,318.057,366.279,380.917,409.106,379.034,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
437.745,442.733,474.529,394.876,463.206,441.273,421.869,441.258,434.338,432.928,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
438.972,458.067,418.8,408.293,468.862,416.704,441.847,417.167,442.067,371.176,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
318.548,367.632,314.098,260.717,335.586,257.45,300.691,325.079,315.336,284.069,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
398.315,442.11,468.181,470.213,472.215,452.32,442.223,388.703,453.554,485.085,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
494.006,475.94,490.507,479.782,526.332,484.555,530.237,566.997,478.061,438.961,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
358.3,349.57,353.187,355.499,363.44,327.737,354.241,362.226,313.434,357.394,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
443.388,424.916,407.787,432.796,482.886,437.747,425.624,436.438,437.755,445.81,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
432.721,387.552,403.174,447.596,397.439,292.298,365.724,440.091,428.816,337.758,15.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
334.123,358.416,419.684,356.334,409.959,413.106,412.102,439.857,434.6,338.996,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
605.695,581.413,595.805,569.523,607.32,575.43,559.115,641.335,545.399,516.599,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
309.119,293.715,309.031,328.896,334.561,302.621,310.354,284.609,289.534,311.955,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
432.955,439.54,400.062,435.879,415.593,402.92,377.031,414.616,414.496,384.566,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
312.217,310.635,294.125,395.229,304.593,346.972,257.127,381.692,312.726,298.553,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
461.256,477.036,450.862,485.691,462.579,510.036,506.063,480.864,540.883,434.701,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
393.127,357.369,394.944,404.529,394.999,323.831,441.564,378.462,374.386,353.824,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
491.05,411.974,442.585,481.935,430.774,461.816,455.192,444.598,483.619,451.196,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
364.091,295.88,300.775,311.087,296.787,347.659,338.671,300.86,324.421,344.706,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
388.32,436.083,348.447,393.817,371.547,370.98,378.018,432.372,354.352,373.395,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
336.48,219.231,300.086,309.041,375.921,256.771,284.096,332.727,309.188,263.003,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
339.145,306.046,304.806,261.809,314.314,362.54,294.924,274.076,344.768,323.412,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
359.982,361.751,324.965,403.531,389.318,367.484,322.497,374.975,366.099,370.644,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
467.24,463.788,431.192,443.457,474.851,467.26,470.22,444.797,419.433,435.317,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
443.032,406.822,454.939,463.026,424.935,437.69,429.84,420.15,455.516,412.446,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
437.179,417.873,367.255,345.188,398.881,368.948,405.145,373.43,418.874,429.387,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
320.665,354.55,312.928,337.385,328.027,247.645,302.726,301.996,372.323,369.928,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
412.456,436.493,445.165,449.206,437.83,369.64,414.45,424.849,436.095,433.318,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
491.762,511.747,468.698,499.304,497.483,508.201,474.273,569.247,482.121,482.628,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
387.506,367.723,375.371,392.019,406.232,410.45,387.287,393.117,337.81,320.898,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
414.415,430.383,419.126,392.401,425.395,396.919,399.372,384.612,389.983,331.564,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
402.592,432.28,431.664,456.406,395.567,446.445,460.867,399.512,408.478,425.723,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
467.363,465.192,425.256,438.814,485.714,451.688,436.55,461.234,448.257,496.517,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
382.077,301.179,321.603,343.151,332.066,302.417,288.821,361.08,317.871,329.868,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
407.005,425.645,438.999,451.379,453.921,425.335,444.814,488.936,396.137,427.201,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
424.357,408.045,458.73,436.723,407.525,433.051,451.108,406.436,458.504,409.764,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
390.985,405.59,433.766,424.496,406.334,404.232,400.513,398.922,393.009,406.44,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
343.609,337.268,352.558,417.436,353.459,386.172,431.528,354.9,351.723,348.873,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
520.474,524.684,495.804,597.72,551.904,528.519,545.394,529.688,553.598,516.749,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
346.547,331.035,299.572,330.914,331.056,364.162,342.226,320.382,347.618,340.187,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
527.307,563.177,543.319,594.698,576.163,586.748,614.915,551.65,626.628,595.659,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
504.285,505.939,557.417,505.435,502.282,504.256,548.278,527.743,520.264,481.198,15.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
410.415,377.945,376.76,396.942,381.701,421.049,432.539,420.157,365.101,388.162,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
450.159,434.821,513.376,491.163,391.175,483.514,531.591,420.259,596.723,449.896,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
394.855,369.788,393.682,350.849,346.288,412.261,430.478,389.336,334.089,366.857,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
406.555,387.788,376.601,364.196,383.002,327.836,385.523,391.985,374.848,423.386,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
397.242,368.851,368.263,410.672,396.205,395.593,421.975,365.824,350.425,379.497,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
288.456,310.558,274.177,306.808,328.473,335.29,330.981,325.587,323.415,313.465,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
333.848,241.495,318.225,276.553,267.784,305.081,305.439,289.312,283.992,360.344,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
458.871,476.835,477.188,427.14,488.409,463.326,408.924,485.851,463.279,509.179,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
426.086,484.746,456.525,401.548,414.695,423.267,466.435,374.935,401.303,431.086,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
225.443,228.394,276.84,301.952,307.628,312.574,273.024,314.101,272.671,287.387,15.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
519.989,476.92,518.659,500.348,486.83,483.822,489.205,451.947,441.114,508.01,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
440.106,432.967,429.675,427.312,467.586,435.344,445.025,472.797,466.54,431.923,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
438.603,430.522,453.941,399.941,498.573,430.782,456.714,511.431,475.025,430.203,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
416.875,391.585,413.063,493.878,458.465,458.85,385.748,420.407,455.087,395.761,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
564.779,597.207,563.554,588.59,578.318,598.029,582.759,621.175,583.601,589.324,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
331.436,314.333,271.022,315.406,358.795,342.726,280.724,276.853,311.558,296.788,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
512.716,505.241,502.323,498.012,445.9,498.646,483.609,462.556,510.412,493.833,15.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
529.271,535.546,471.608,519.069,496.395,530.423,488.69,548.579,463.222,514.076,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
449.07,459.711,444.007,429.489,476.422,398.546,389.474,458.407,448.837,457.917,15.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
345.482,336.85,295.848,327.446,284.374,336.029,347.216,287.705,277.165,346.389,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
344.877,374.14,373.073,372.828,346.227,329.044,378.274,306.052,353.962,377.4,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
380.532,261.039,331.322,335.353,297.749,334.471,332.141,351.679,338.531,345.219,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
368.494,347.578,324.016,335.974,282.129,362.683,369.093,271.929,365.434,339.943,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
347.628,284.674,276.002,270.861,312.723,233.586,302.081,294.457,325.94,251.51,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
314.323,300.261,299.475,292.66,271.22,317.771,319.797,266.688,308.633,281.787,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
512.295,515.808,506.762,502.118,490.431,525.392,514.758,464.102,483.945,476.465,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
330.181,327.61,325.78,306.841,332.624,305.728,275.391,347.331,287.771,315.583,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
440.559,408.977,418.078,440.192,424.801,434.794,411.441,439.082,474.244,459.727,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
394.895,352.762,398.307,340.52,357.395,394.783,346.446,374.683,386.832,382.602,15.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
293.79,301.754,240.881,283.271,295.992,297.443,293.027,252.264,277.92,307.149,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
459.415,476.184,465.338,393.123,527.97,447.039,430.662,503.76,487.378,458.904,15.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
393.532,448.13,364.175,393.32,415.701,404.391,458.837,387.994,393.536,427.207,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
348.67,298.206,357.887,327.4,317.598,356.78,335.984,292.954,397.719,352.371,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
460.964,465.728,436.102,442.838,428.425,434.933,433.48,460.007,469.985,445.264,15.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
370.636,307.346,324.811,311.574,340.7,326.06,331.345,353.146,303.874,375.65,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
259.308,204.663,250.544,159.206,150.438,236.963,254.16,195.796,221.979,124.51,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
277.859,275.325,274.931,241.807,278.073,286.792,221.462,312.964,255.757,284.077,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
309.038,384.251,355.392,358.815,384.458,357.735,402.234,350.033,354.417,369.856,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
416.159,432.219,367.277,468.396,484.035,422.763,381.878,401.229,415.307,393.279,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
305.207,291.651,353.887,373.538,338.295,320.875,384.625,352.822,328.205,333.498,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
528.474,476.365,543.726,528.998,479.143,521.129,464.86,477.667,496.218,569.978,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
335.573,396.168,402.05,371.009,396.982,377.039,338.515,361.653,371.01,405.68,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
386.98,300.517,363.249,395.563,377.233,396.61,336.343,280.396,276.682,353.88,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
560.595,568.291,548.138,514.165,504.032,562.801,537.393,552.547,508.867,533.475,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
341.232,339.349,311.741,340.949,341.995,328.148,306.301,326.624,302.756,366.288,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
507.4,477.064,479.418,476.022,482.431,523.56,560.711,499.042,432.227,499.498,15.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
323.158,272.358,433.18,355.927,318.887,363.58,366.005,346.69,362.981,324.677,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
507.732,508.959,481.703,505.64,515.299,545.058,560.174,510.79,540.513,524.375,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
386.011,390.893,364.173,328.303,374.179,370.195,402.692,317.553,355.122,375.829,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
333.068,400.524,412.977,390.374,335.974,379.669,378.204,335.937,342.0,313.563,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
590.756,606.805,593.402,555.397,605.862,615.574,628.453,537.096,607.259,630.177,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
