PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH,PV6MATH,PV7MATH,PV8MATH,PV9MATH,PV10MATH,AGE,TFGender,REPEAT,MISSSC,SKIPPING,TARDYSD,EXERPRAC,STUDYHMW,WORKPAY,WORKHOME,ST034Q01TA,ST034Q02TA,ST034Q03TA,ST034Q04TA,ST034Q05TA,ST034Q06TA,ST300Q01JA,ST300Q02JA,ST300Q03JA,ST300Q04JA,ST300Q05JA,ST300Q06JA,ST300Q07JA,ST300Q08JA,ST300Q09JA,ST300Q10JA,ST270Q01JA,ST270Q02JA,ST270Q03JA,ST270Q04JA,ST038Q03NA,ST038Q04NA,ST038Q05NA,ST038Q06NA,ST038Q07NA,ST038Q08NA,ST250Q01JA,ST250Q02JA,ST250Q03JA,ST250Q04JA,ST250Q05JA,ST251Q01JA,ST251Q02JA,ST251Q03JA,ST251Q04JA,ST255Q01JA,PV1MATH_target
420.889,407.343,395.095,409.92,353.047,343.872,398.597,408.655,390.073,374.859,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
342.782,347.109,313.96,445.414,361.756,395.052,378.576,397.218,369.045,380.137,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
392.844,387.653,339.656,365.901,397.216,367.008,305.769,363.469,375.173,407.309,15.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
479.537,474.614,458.91,485.83,493.192,442.839,499.495,468.348,497.066,486.709,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
329.283,354.642,383.571,371.588,321.479,365.916,362.525,358.539,322.932,328.061,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
352.311,285.404,324.262,338.012,351.602,338.273,335.067,351.645,322.761,314.923,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
589.132,576.07,510.159,516.227,578.045,549.283,507.01,526.811,537.467,544.047,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
505.288,567.493,543.509,537.239,516.919,512.787,499.942,547.803,546.407,501.291,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
377.326,368.599,343.202,373.368,339.885,340.92,368.271,296.713,376.771,342.669,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
410.508,450.89,452.644,425.17,416.077,417.292,432.431,373.196,412.719,426.173,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
479.228,413.04,463.58,503.95,460.949,432.541,467.733,509.158,418.749,456.265,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
331.077,371.99,378.969,328.822,394.248,381.858,342.62,406.395,366.104,335.085,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
443.374,406.607,365.487,450.018,453.662,367.621,361.443,425.539,378.67,386.654,15.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
377.08,436.75,478.272,420.779,446.622,396.828,494.147,434.19,408.07,443.635,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
274.967,319.971,345.241,254.157,288.489,281.749,307.632,357.591,289.669,267.987,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
508.284,472.126,501.52,484.421,503.173,479.829,485.159,531.087,512.034,505.026,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
359.437,366.824,354.575,356.396,332.766,380.91,340.741,398.706,366.907,359.956,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
268.452,301.383,231.11,354.981,169.648,310.897,270.515,262.11,306.169,334.488,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
400.637,430.884,402.295,453.307,393.433,411.477,429.804,386.449,402.065,419.61,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
321.088,351.168,386.006,403.643,376.697,359.574,354.751,379.031,361.667,411.786,15.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
306.268,320.139,396.631,357.363,321.073,380.335,335.555,374.819,376.621,352.034,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
295.409,321.106,356.756,310.113,374.849,302.742,368.014,341.735,274.843,353.74,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
540.011,499.702,475.059,532.342,524.245,513.694,481.081,484.283,473.19,498.33,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
322.918,336.314,359.317,399.399,334.663,322.055,323.859,322.067,343.315,354.255,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
418.185,395.056,381.918,425.945,379.897,366.451,405.147,361.073,449.194,452.325,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
427.129,383.179,436.522,437.919,371.775,397.76,460.587,443.675,448.131,421.487,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
346.967,298.837,292.528,316.343,315.562,281.311,351.088,326.16,282.048,356.206,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
419.531,442.209,429.711,443.619,437.745,443.065,421.268,459.96,443.286,395.56,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
326.465,270.217,276.982,300.621,339.908,365.321,326.815,322.809,309.976,266.036,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
355.916,371.346,419.97,338.03,402.135,359.559,395.362,385.126,402.419,402.285,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
564.278,514.009,538.056,555.849,510.405,543.236,498.691,555.776,582.268,484.342,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
398.647,400.003,387.377,439.049,422.548,447.285,418.379,415.057,412.699,400.449,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
276.403,374.992,282.551,307.431,250.041,316.852,307.996,325.078,288.006,313.931,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
463.806,477.098,451.887,458.977,476.637,484.634,476.642,466.144,459.339,482.472,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
374.409,379.509,330.748,400.474,346.745,360.273,330.627,327.647,349.805,344.728,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
400.864,391.877,391.374,365.879,377.7,384.399,372.349,338.88,321.508,357.018,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
366.031,377.574,359.954,377.653,353.928,392.178,409.763,383.198,379.502,389.535,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
439.717,449.577,462.997,383.791,452.993,430.029,476.23,469.303,433.771,407.219,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
336.414,341.018,330.705,230.78,264.966,227.071,269.625,336.588,308.627,289.945,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
535.616,518.957,530.415,562.345,549.295,491.913,543.146,561.331,585.395,544.109,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
335.87,308.748,319.557,382.049,397.997,410.654,300.574,363.972,364.221,388.831,15.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
285.31,311.258,361.606,320.564,330.541,320.173,277.33,377.523,329.607,295.244,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
489.288,533.666,529.676,567.083,519.95,535.018,508.204,515.604,527.827,511.342,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
340.171,310.645,302.142,330.463,323.277,285.621,288.898,302.593,343.319,310.558,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
358.944,397.987,386.425,385.394,389.48,346.479,427.805,415.991,423.601,404.026,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
312.424,298.34,311.374,330.942,277.581,297.198,361.989,231.945,342.851,351.676,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
347.849,345.17,286.992,328.383,398.807,346.687,348.872,311.997,329.795,340.052,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
524.725,534.444,507.806,585.809,528.854,574.813,528.421,536.62,537.714,527.817,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
462.593,454.943,483.772,480.035,464.917,479.576,452.467,473.641,413.894,508.64,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
405.988,390.157,368.945,438.729,434.774,422.938,388.608,358.23,397.746,357.773,15.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
295.804,294.82,238.04,242.158,294.571,293.338,316.623,295.076,271.021,341.453,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
299.838,287.436,346.607,281.812,366.544,294.661,307.892,311.18,281.927,329.422,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
481.791,503.436,483.686,498.112,526.535,491.347,533.058,495.797,528.512,500.731,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
546.026,483.781,505.78,514.394,545.269,522.966,502.101,454.621,552.564,479.182,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
398.542,421.581,390.603,409.794,432.32,421.051,459.202,397.086,422.797,392.871,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
311.247,332.204,299.778,349.136,310.227,334.011,348.385,276.128,368.587,294.612,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
353.984,345.277,359.639,338.909,349.608,401.208,326.447,298.517,329.523,414.552,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
506.842,478.678,507.154,489.253,464.105,456.083,492.214,499.749,456.733,484.213,15.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
362.788,412.268,355.099,394.779,361.257,329.284,366.528,361.146,394.703,447.42,15.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
469.054,505.003,469.527,474.681,456.667,449.177,473.039,461.791,488.243,429.021,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
461.983,453.833,400.48,452.775,426.309,429.802,377.714,426.976,451.035,407.522,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
515.68,515.116,519.126,553.948,520.804,483.095,499.456,559.55,502.237,526.249,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
336.625,350.221,391.976,349.973,328.085,377.053,310.78,354.853,368.607,366.552,15.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
392.745,403.206,376.063,419.779,413.169,387.305,441.244,424.827,438.785,420.424,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
283.297,313.489,244.477,238.967,308.839,257.435,314.553,229.271,273.572,239.997,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
290.529,309.845,284.974,349.694,344.703,314.166,366.549,298.225,363.938,296.754,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
352.513,330.669,374.217,352.89,286.769,400.254,335.614,313.569,347.838,382.509,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
468.502,497.629,496.749,478.262,470.142,474.968,519.851,433.658,417.83,494.285,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
394.828,426.883,403.3,432.638,341.84,401.727,381.938,428.467,377.393,362.347,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
320.846,336.713,389.45,367.878,329.562,381.699,337.881,386.285,345.543,359.727,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
330.752,318.509,303.598,336.18,311.261,285.868,295.868,292.68,330.228,296.201,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
343.554,283.188,352.094,306.138,301.218,289.382,301.705,315.66,306.049,307.553,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
391.05,369.564,404.428,371.714,339.466,357.294,408.753,363.449,341.389,398.681,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
526.336,574.403,559.194,568.914,528.693,557.583,508.511,608.52,531.014,533.185,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
453.357,417.09,423.788,432.117,410.317,415.11,452.001,402.904,434.33,419.994,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
286.038,300.632,267.51,299.985,290.414,259.447,259.703,286.371,225.504,282.319,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
359.955,418.69,382.74,379.108,423.679,404.313,379.608,392.149,370.383,398.356,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
412.753,373.949,365.136,388.255,383.478,393.587,414.267,361.917,390.989,397.465,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
316.557,318.026,375.481,306.901,403.421,305.526,343.279,339.248,355.146,342.083,15.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
346.16,343.741,333.217,333.446,335.117,348.048,362.715,288.191,358.072,305.293,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
467.317,507.658,467.051,434.493,424.158,444.256,497.554,463.136,473.155,479.01,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
388.842,361.374,372.923,387.094,336.334,372.583,360.075,385.099,333.626,345.602,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
412.525,435.176,379.337,356.495,416.542,401.224,451.75,392.646,387.208,398.08,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
381.573,355.354,398.167,400.617,409.368,380.259,386.852,408.55,347.464,399.084,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
400.598,423.055,395.953,424.12,397.463,394.11,417.003,403.11,392.935,399.883,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
439.497,434.334,439.194,445.659,466.167,452.985,438.219,447.948,451.951,432.923,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
349.699,393.919,403.209,372.916,360.401,370.939,417.432,328.082,433.0,375.128,16.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
460.962,386.074,398.188,374.5,399.315,434.007,374.16,312.893,469.974,399.325,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
339.4,288.783,277.874,300.219,379.818,290.847,336.041,360.351,299.558,360.806,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
477.839,430.309,479.379,487.822,454.021,460.961,453.179,463.173,476.371,475.19,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
408.133,420.071,435.357,423.926,468.056,408.293,372.956,386.44,417.502,383.566,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
375.741,410.147,364.639,425.214,406.805,410.407,388.027,448.702,419.527,391.589,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
463.54,496.91,413.765,482.545,458.092,483.23,442.322,470.44,422.359,460.545,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
384.901,343.787,319.501,388.454,345.465,355.636,354.998,404.46,310.396,329.35,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
355.77,371.711,340.489,335.608,358.593,363.325,354.174,409.665,363.849,343.316,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
452.202,408.373,448.146,474.834,422.53,432.14,407.717,476.203,457.971,465.742,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
316.409,362.662,418.122,397.457,330.767,375.897,336.351,377.463,366.337,364.479,15.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
359.179,372.915,336.358,339.887,379.145,339.709,357.158,391.331,336.65,354.223,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
478.991,444.752,457.341,447.094,512.286,459.855,471.162,461.371,455.263,481.54,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
483.083,428.084,418.502,380.28,454.373,416.823,408.661,408.216,475.042,496.242,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
555.015,506.947,580.549,531.848,567.686,495.229,590.633,495.539,534.986,525.64,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
413.767,445.942,391.402,391.583,390.173,374.929,407.874,460.789,432.53,385.764,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
288.926,353.527,299.75,300.073,276.934,332.047,396.895,349.44,313.624,298.445,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
476.121,515.113,456.601,417.983,482.284,488.292,446.798,479.195,448.892,491.865,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
326.721,314.432,301.045,277.266,332.662,345.091,326.212,297.342,318.427,400.772,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
436.01,429.765,431.219,429.722,468.177,439.303,477.988,468.607,444.786,457.762,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
372.119,429.334,433.125,395.322,412.882,326.935,422.664,427.115,409.81,397.051,15.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
470.412,478.323,467.427,479.619,429.656,431.513,448.802,447.371,459.846,434.795,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
398.523,415.121,383.936,435.847,347.577,343.706,375.988,460.769,398.592,395.866,15.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
369.672,375.511,385.441,388.587,387.837,397.854,444.958,396.101,400.328,405.013,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
466.679,429.559,491.356,483.013,482.626,421.443,454.17,472.365,507.589,445.951,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
297.117,240.383,360.285,241.801,313.382,305.647,282.399,292.209,265.35,260.809,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
420.431,449.849,469.567,423.728,483.439,475.316,435.529,428.802,424.806,447.017,15.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
350.976,366.88,268.912,324.888,326.017,356.092,379.309,287.188,286.81,350.883,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
299.611,301.764,280.056,296.163,260.733,269.896,303.908,302.816,316.605,286.641,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
381.762,342.486,337.21,331.488,364.938,393.44,383.913,322.814,380.007,376.536,15.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
526.449,495.642,504.971,526.677,517.442,554.804,499.159,573.072,561.04,501.473,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
293.453,234.037,248.738,272.682,294.183,279.199,238.177,286.874,236.911,238.19,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
295.104,319.588,263.104,333.753,330.474,296.577,296.933,266.153,251.114,333.71,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
327.945,373.624,344.166,375.719,328.244,349.14,301.809,363.835,353.105,386.968,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
335.456,360.527,345.53,322.521,335.665,324.704,322.391,357.659,340.746,347.999,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
450.607,416.827,490.355,468.925,476.584,413.263,384.871,420.809,505.06,456.469,15.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
518.586,563.875,557.156,529.214,525.013,509.639,531.547,517.893,576.276,537.849,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
396.442,413.319,383.004,400.248,383.962,388.467,398.242,380.771,392.692,391.656,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
353.097,380.603,398.322,349.124,309.736,366.982,371.222,300.73,355.319,335.47,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
329.669,389.457,348.26,364.848,354.908,380.701,315.743,336.667,322.723,326.888,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
360.886,377.837,356.262,363.022,374.163,337.358,358.412,352.517,366.785,398.938,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
284.302,339.418,311.87,276.834,400.593,345.673,315.343,345.481,346.856,323.957,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
394.925,359.785,342.635,343.893,382.055,409.306,378.58,371.771,326.759,404.899,15.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
369.195,331.545,360.874,351.075,320.511,382.733,360.404,365.878,391.223,387.262,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
419.025,364.71,399.825,394.297,379.218,401.848,408.797,354.414,407.479,341.222,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
509.399,463.173,494.139,509.471,495.814,530.32,487.066,522.436,466.515,441.015,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
508.989,548.334,518.934,519.693,538.961,555.678,541.14,552.472,561.849,552.645,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
360.808,454.913,381.224,335.095,442.363,353.752,419.911,380.184,424.652,372.45,15.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
322.881,307.56,289.47,299.795,299.555,318.66,263.035,310.858,345.201,273.317,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
425.442,428.074,486.379,364.245,474.468,481.019,465.974,457.439,442.722,498.374,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
514.82,546.454,488.257,527.29,496.351,560.092,527.088,531.425,525.236,498.526,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
437.208,425.988,409.766,405.997,448.387,398.18,435.129,429.504,455.108,430.806,16.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
329.788,316.432,349.968,372.579,315.602,301.11,392.59,342.574,388.535,350.612,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
354.702,343.081,329.08,324.677,314.416,368.328,350.129,309.131,336.626,308.116,15.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
393.38,435.433,420.412,368.699,409.572,419.047,321.771,409.88,371.499,375.324,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
268.542,387.343,365.804,293.906,366.143,354.261,379.927,461.494,397.376,399.938,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
373.442,409.876,375.334,381.365,348.347,360.889,396.26,384.0,407.819,374.807,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
296.82,306.412,320.779,272.43,311.991,352.373,236.599,364.235,299.422,330.141,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
366.65,350.319,307.332,343.399,400.822,324.128,362.139,384.127,384.948,382.657,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
406.409,374.285,323.827,376.881,448.364,413.599,425.921,442.292,382.253,424.507,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
477.709,497.948,466.263,496.202,463.862,495.395,481.827,464.132,474.277,489.913,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
275.61,230.121,286.999,306.264,286.73,212.655,255.16,344.375,293.77,259.253,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
